지하철역,주소,x좌표,y좌표
대곡역,경기 고양시 덕양구 대장동 420-1,37.6323004462609,126.809620084259
대공원역,경기 과천시 과천동 727-1,37.4357320732488,127.005532920908
대림역,서울 구로구 구로동 1204,37.493431823863,126.894799692903
대림역,서울 구로구 구로동 1204,37.493431823863,126.894799692903
대모산입구역,서울 강남구 일원동 700-1,37.491715403059,127.073661942309
대방역,서울 영등포구 신길동 1368-3,37.5133103954309,126.925701522381
대성리역,경기 가평군 청평면 대성리 393-3,37.6837121796778,127.378988696604
대야미역,경기 군포시 대야미동 229-1,37.328210190834,126.917003311365
대청역,서울 강남구 일원동 700-9,37.4936590146577,127.079560409457
대치역,서울 강남구 대치동 317-3,37.4945271673722,127.063258732024
대화역,경기 고양시 일산서구 대화동 2221,37.6758454092748,126.747351605161
대흥역,서울 마포구 대흥동 128-1,37.5477296701945,126.942378522738
대흥역,서울 마포구 대흥동 128-1,37.5477296701945,126.942378522738
덕계역,경기 양주시 덕계동 209-5,37.8188101722399,127.05608614461
덕소역,경기 남양주시 와부읍 덕소리 590-17,37.5872316747168,127.208253441813
덕정역,경기 양주시 덕정동 350-14,37.8429691004636,127.061517785246
도곡역,서울 강남구 도곡동 339-2,37.4907201674303,127.054921283256
도농역,경기 남양주시 다산동 4056-1,37.6079915308089,127.159392453205
도림천역,서울 구로구 신도림동 323-16,37.5142838314856,126.8829716972
도봉역,서울 도봉구 도봉동 639,37.6752042341804,127.044897876158
도봉산역,서울 도봉구 도봉동 301-5,37.688445104073,127.046056388207
도심역,경기 남양주시 와부읍 도곡리 1024-2,37.5794283315968,127.222685041585
도원역,인천 동구 창영동 179-1,37.4708343935861,126.638057457853
도화역,인천 미추홀구 도화동 668,37.4663628198919,126.66562093204
독립문역,서울 서대문구 현저동 101,37.5744817235807,126.956039075033
독바위역,서울 은평구 불광동 13-33,37.618376567324,126.93285727832
독산역,서울 금천구 가산동 717,37.4665137152714,126.8892550997
돌곶이역,서울 성북구 석관동 349-8,37.6106059403082,127.057146932195
동대문역,서울 종로구 창신동 492-1,37.5717670158726,127.011257206368
동대문역사문화공원역,서울 중구 을지로7가 112-3,37.565774720382,127.008561501324
동대문역사문화공원역,서울 중구 을지로7가 112-3,37.565774720382,127.008561501324
동대입구역,서울 중구 장충동2가 199-3,37.5592132324209,127.005112524253
동두천역,경기 동두천시 동두천동 245-210,37.928555698531,127.05520919152
동두천 중앙역,경기 동두천시 생연동 726-3,37.9013208378877,127.056351773048
동두천중앙역,경기 동두천시 생연동 726-3,37.9013208378877,127.056351773048
동묘앞역,서울 종로구 숭인동 117,37.5735966798012,127.017139169849
동암역,인천 부평구 십정동 541,37.4739914695001,126.703096364166
동인천역,인천 중구 인현동 1-613,37.4743902314824,126.633881638039
동작역,서울 동작구 동작동 327-1,37.5028610391594,126.979985539966
동작역,서울 동작구 동작동 327-1,37.5028610391594,126.979985539966
두정역,충남 천안시 서북구 두정동 84-1,36.8331244035683,127.149021179545
둔촌동역,서울 강동구 둔촌동 416,37.5276413733277,127.136190298465
둔촌오륜역,서울 강동구 둔촌동 227-7,37.517951803879,127.14231593727
등촌역,서울 강서구 등촌동 666-94,37.5511722244569,126.864819800733
디지털미디어시티역,서울 은평구 증산동 223-25,37.577451111534,126.90215380378
뚝섬역,서울 성동구 성수동1가 656-745,37.5471882244091,127.047365178682
뚝섬유원지역,서울 광진구 자양동 73-2,37.5319492005958,127.067006902087
마곡역,서울 강서구 마곡동 769-3,37.5601984535897,126.825547992125
마곡나루역,서울 강서구 마곡동 760-3,37.5667930302835,126.827518199814
마곡나루역,서울 강서구 마곡동 760-3,37.5667930302835,126.827518199814
마두역,경기 고양시 일산동구 마두동 765-1,37.6523242492627,126.778208451626
마들역,서울 노원구 상계동 650,37.6676176152747,127.057013687941
마석역,경기 남양주시 화도읍 마석우리 222-2,37.6528483776981,127.310478905495
마장역,서울 성동구 마장동 804,37.5672050772282,127.044518529042
마천역,서울 송파구 마천동 307-4,37.4944517712179,127.151965102598
마포역,서울 마포구 도화동 160,37.5395837885645,126.945920370023
마포구청역,서울 마포구 성산동 592,37.5634263131969,126.903356973848
망우역,서울 중랑구 상봉동 172,37.5992354426837,127.091260957504
망원역,서울 마포구 망원동 378,37.5560572923314,126.910033925408
망월사역,경기 의정부시 호원동 50-5,37.7139082459282,127.046618686464
망포역,경기 수원시 영통구 영통동 1069,37.2467172865817,127.070674138994
매교역,경기 수원시 팔달구 매교동 283,37.2693731084812,127.017359949576
매봉역,서울 강남구 도곡동 179-2,37.4869938091855,127.046680387973
매탄권선역,경기 수원시 영통구 매탄동 687-4,37.2528497852336,127.040578557789
먹골역,서울 중랑구 묵동 189-5,37.6108637621251,127.077717705796
면목역,서울 중랑구 면목동 282-6,37.5892190126748,127.087355503902
명동역,서울 중구 충무로2가 109-2,37.5608407630906,126.985735507155
명일역,서울 강동구 명일동 312,37.5512602756216,127.144000929119
명학역,경기 안양시 만안구 안양동 1163-1,37.3903305431288,126.933402226293
모란역,경기 성남시 수정구 수진동 4518,37.4342606468488,127.129572324571
목동역,서울 양천구 목동 926-3,37.5260062180692,126.866158399555
몽촌토성역,서울 송파구 신천동 19,37.5169850434993,127.110763564037
몽촌토성역,서울 송파구 신천동 19,37.5169850434993,127.110763564037
무악재역,서울 서대문구 홍제동 26-1,37.5824229023731,126.950566274707
문래역,서울 영등포구 문래동3가 68-1,37.5187381167293,126.894947426945
문산역,경기 파주시 문산읍 문산리 17-14,37.8543287255425,126.78781995602
문정역,서울 송파구 문정동 119-4,37.4881491599168,127.121157265226
미금역,경기 성남시 분당구 금곡동 222,37.351641380082,127.108898511613
미사역,경기 하남시 망월동 1122,37.5660019559335,127.191645959881
미아역,서울 강북구 미아동 194-1,37.6299413015528,127.024720753202
미아역,서울 강북구 미아동 194-1,37.6299413015528,127.024720753202
미아사거리역,서울 강북구 미아동 66-1,37.6149930490815,127.030033187155
반월역,경기 안산시 상록구 건건동 산 62-1,37.3120758316218,126.903565713009
반포역,서울 서초구 잠원동 103,37.5083115993659,127.011859892376
발산역,서울 강서구 마곡동 727-1496,37.5590292668195,126.837310771961
방배역,서울 서초구 방배동 912-14,37.4813404326584,126.997340567559
방이역,서울 송파구 방이동 217-2,37.5080339296967,127.12545355497
방학역,서울 도봉구 방학동 728,37.6659266659282,127.044415235348
방화역,서울 강서구 방화동 829-15,37.5772594115241,126.812668460937
배방역,충남 아산시 배방읍 구령리 148-2,36.7777241723709,127.053378900869
백마역,경기 고양시 일산동구 백석동 92,37.6584299391144,126.794069537139
백석역,경기 고양시 일산동구 백석동 1538,37.6440209796479,126.786709214601
백양리역,강원 춘천시 남산면 강촌리 680-7,37.8309223642888,127.589815378154
백운역,인천 부평구 십정동 541-1,37.4827544110592,126.707077020173
버티고개역,서울 중구 신당동 366-454,37.5481873499125,127.007066424918
범계역,경기 안양시 동안구 호계동 1039-2,37.3897482860782,126.951078362565
별내역,경기 남양주시 별내동 182-5,37.6421997379186,127.12726521217
병점역,경기 화성시 진안동 824-1,37.2071255978046,127.033044852613
보라매역,서울 동작구 대방동 466-51,37.4992730261984,126.920336491579
보문역,서울 성북구 보문동1가 127-1,37.5858876384337,127.019704709218
보산역,경기 동두천시 보산동 422,37.915005249085,127.057139614282
보정역,경기 용인시 기흥구 보정동 1285,37.3123185563574,127.1082251592
복정역,서울 송파구 장지동 596-21,37.470746998775,127.126729557623
봉명역,충남 천안시 동남구 봉명동 20-2,36.8015781729572,127.136340154196
봉은사역,서울 강남구 삼성동 172,37.5147709657409,127.063236452081
봉천역,서울 관악구 봉천동 979-7,37.4822899027313,126.942835953538
봉화산역,서울 중랑구 신내동 643-1,37.6164237212154,127.093315645828
부개역,인천 부평구 부개동 468,37.4886531879305,126.73770864384
부발역,경기 이천시 부발읍 아미리 505-7,37.2595709767102,127.490231406241
부천역,경기 부천시 심곡본동 316-2,37.484080044981,126.782482120244
부천시청역,경기 부천시 중동 1243,37.5042135681711,126.767268552061
부천종합운동장역,경기 부천시 춘의동 15-1,37.505622454787,126.797591264243
부평역,인천 부평구 부평동 738-21,37.4897585231308,126.720718599242
부평구청역,인천 부평구 갈산동 193-45,37.5076269607532,126.720873608347
북한산보국문역,서울 성북구 정릉동 289-94,37.6121317951638,127.008299068103
북한산우이역,서울 강북구 우이동 16-27,37.6628257781604,127.012716319367
불광역,서울 은평구 대조동 13-10,37.610345423012,126.92990725913
사가정역,서울 중랑구 면목동 495,37.5807602247672,127.08868027183
사당역,서울 동작구 사당동 1129,37.4761137739838,126.973388761113
사릉역,경기 남양주시 진건읍 사능리 605-3,37.6513620056594,127.177314430632
사리역,경기 안산시 상록구 사동 206-1,37.2917348896633,126.857382401592
사평역,서울 서초구 반포동 128-7,37.5039799987575,127.015855327913
산본역,경기 군포시 산본동 1231,37.3564913480733,126.930243898477
산성역,경기 성남시 수정구 신흥동 7,37.4540047719424,127.149685440611
삼각지역,서울 용산구 한강로1가 228-1,37.5346530401734,126.973221681869
삼동역,경기 광주시 중대동 산 18-37,37.4079348732844,127.202111069001
삼산체육관역,인천 부평구 삼산동 466,37.5068123336205,126.736795292326
삼성역,서울 강남구 삼성동 172-66,37.5074093716094,127.058026248636
삼성역,서울 강남구 삼성동 172-66,37.5074093716094,127.058026248636
삼성중앙역,서울 강남구 삼성동 111-147,37.5116361356293,127.048498319372
삼송역,경기 고양시 덕양구 삼송동 18-5,37.6533256275035,126.895390450607
삼양역,서울 강북구 미아동 791-4755,37.6269388770237,127.018147722994
삼양사거리역,서울 강북구 미아동 791-2244,37.6213109717103,127.020236583853
삼전역,서울 송파구 잠실동 347,37.5046071756966,127.086801609154
상갈역,경기 용인시 기흥구 상갈동 463-4,37.2618925953318,127.109388739487
상계역,서울 노원구 상계동 156-203,37.6610577421447,127.073630157913
상도역,서울 동작구 상도1동 702-1,37.5035176275604,126.947286908877
상동역,경기 부천시 상동 633,37.5057794629671,126.753087299164
상록수역,경기 안산시 상록구 본오동 1177,37.302811043395,126.865924890819
상봉역,서울 중랑구 상봉동 100-9,37.5967661519331,127.086029501617
상봉역,서울 중랑구 상봉동 100-9,37.5967661519331,127.086029501617
상수역,서울 마포구 상수동 309-10,37.5479431112122,126.922936675568
상왕십리역,서울 성동구 하왕십리동 946-14,37.5639741407738,127.029808505842
상월곡역,서울 성북구 상월곡동 26-1,37.6070862978112,127.04983056816
상월곡역,서울 성북구 상월곡동 26-1,37.6070862978112,127.04983056816
상일동역,서울 강동구 상일동 148,37.5528343493112,127.156848108078
상천역,경기 가평군 청평면 상천리 1260-1,37.7700076804732,127.454560376473
새절역,서울 은평구 신사동 337-5,37.5911598617283,126.913285359184
새절역,서울 은평구 신사동 337-5,37.5911598617283,126.913285359184
샛강역,서울 영등포구 여의도동 5-6,37.5171401104498,126.930129249915
서강대역,서울 마포구 노고산동 112-5,37.5522607406199,126.935322258958
서대문역,서울 종로구 평동 210,37.5661806269927,126.966945356195
서동탄역,경기 오산시 외삼미동 242,37.1961350435391,127.053064272185
서빙고역,서울 용산구 서빙고동 241-98,37.5199449975773,126.990042184519
서울대입구역,서울 관악구 봉천동 979-2,37.4812432482705,126.951616302678
서울대입구역,서울 관악구 봉천동 979-2,37.4812432482705,126.951616302678
서울숲역,서울 성동구 성수동1가 656-436,37.544018851909,127.044874079373
서울역역,서울 중구 남대문로5가 73-6,37.5569027906782,126.972559906677
서정리역,경기 평택시 서정동 427-53,37.0562672242971,127.052734554976
서초역,서울 서초구 서초동 1748-5,37.4927950464288,127.010569245266
서현역,경기 성남시 분당구 서현동 263,37.3850497543213,127.123346622559
석계역,서울 노원구 월계동 36-4,37.6158788397271,127.065393025369
석수역,경기 안양시 만안구 석수동 737,37.4247264389275,126.90538054431
석촌역,서울 송파구 석촌동 209,37.5066368573075,127.105622486941
석촌고분역,서울 송파구 삼전동 157-1,37.5031910142167,127.096946685767
선릉역,서울 강남구 삼성동 172-66,37.5074093716094,127.058026248636
선바위역,경기 과천시 과천동 355,37.4519680194121,127.002056123166
선유도역,서울 영등포구 양평동5가 66-1,37.5380543260303,126.893539940684
선정릉역,서울 강남구 삼성동 111-114,37.5121455367751,127.043229855167
성균관대역,경기 수원시 장안구 율전동 495-2,37.2997648058184,126.974703879219
성수역,서울 성동구 성수동2가 300-1,37.5446825313814,127.056982849675
성신여대입구역,서울 성북구 동선동4가 1,37.5930994534562,127.016781077977
성신여대입구역,서울 성북구 동선동4가 1,37.5930994534562,127.016781077977
성환역,충남 천안시 서북구 성환읍 성환리 449-128,36.9164601241461,127.126779482281
세류역,경기 수원시 권선구 장지동 25-4,37.2444663079874,127.013807468817
세마역,경기 오산시 세교동 244-5,37.1869283493775,127.04307971321
세종대왕릉역,경기 여주시 능서면 신지리 275,37.2940312141868,127.570850877543
소래포구역,인천 남동구 논현동 731-7,37.3996412665006,126.735270491237
소사역,경기 부천시 소사본동 395,37.4827635064789,126.795245597947
소요산역,경기 동두천시 상봉암동 126-3,37.948008933381,127.061251884744
솔밭공원역,서울 강북구 우이동 57-18,37.6561494728942,127.01299849575
솔샘역,서울 강북구 미아동 1353-29,37.6202271595479,127.013377362071
송내역,경기 부천시 송내동 632-4,37.4879909862476,126.7477808556
송도역,인천 연수구 옥련동 산 51-3,37.4291791142175,126.656070235263
송정역,서울 강서구 공항동 29-5,37.5614792805297,126.810505903064
송탄역,경기 평택시 신장동 257-5,37.0747771957925,127.054214120849
송파역,서울 송파구 가락동 459-4,37.4997605091973,127.112230554691
송파나루역,서울 송파구 방이동 2,37.5109644736819,127.112736059519
수내역,경기 성남시 분당구 수내동 14,37.3784609230409,127.114294479728
수락산역,서울 노원구 상계동 1132-9,37.6774548530417,127.055349178185
수리산역,경기 군포시 산본동 1231-1,37.3500792481992,126.925480184695
수색역,서울 은평구 수색동 81,37.5805696334116,126.895838644026
수서역,서울 강남구 수서동 201-5,37.4837274023149,127.105335605615
수원역,경기 수원시 팔달구 매산로1가 18,37.2661618976132,126.999892446997
수원시청역,경기 수원시 권선구 권선동 1122,37.2609055800354,127.031319421846
수유역,서울 강북구 수유동 140,37.6398219485414,127.027222545302
수진역,경기 성남시 수정구 수진동 2205-1,37.4377508734894,127.140639952802
숙대입구역,서울 용산구 갈월동 16-7,37.5455659244785,126.971940107137
숙대입구역,서울 용산구 갈월동 16-7,37.5455659244785,126.971940107137
숭실대입구역,서울 동작구 상도동 514,37.4958255906939,126.954053114921
숭실대입구역,서울 동작구 상도동 514,37.4958255906939,126.954053114921
숭의역,인천 미추홀구 용현동 686-55,37.4604231369553,126.638811818662
시청역,서울 중구 정동 5-5,37.5656084379833,126.976944701063
신갈역,경기 용인시 기흥구 신갈동 167,37.2861169540277,127.11133984775
신금호역,서울 성동구 금호동2가 223-1,37.5549485904848,127.019938409871
신길역,서울 영등포구 신길동 41-1,37.5163183823639,126.917019739132
신길온천역,경기 안산시 단원구 신길동 216-2,37.3382993578048,126.765667509804
신내역,서울 중랑구 신내동 19,37.6120569183078,127.109057500177
신논현역,서울 강남구 역삼동 800,37.5064573770425,127.031325016674
신답역,서울 성동구 용답동 129-2,37.5706955438936,127.045438063504
신당역,서울 중구 신당동 99,37.5653254285684,127.016667203663
신대방역,서울 동작구 신대방동 643-1,37.4875502276404,126.91296044203
신대방삼거리역,서울 동작구 대방동 406-10,37.4996533957204,126.92770655471
신도림역,서울 구로구 신도림동 460-26,37.5087389965473,126.891109048536
신둔도예촌역,경기 이천시 신둔면 남정리 362-2,37.3151845065191,127.40563678435
신림역,서울 관악구 신림동 1467-10,37.4841196518392,126.928712092948
신목동역,서울 양천구 목동 136-2,37.5446141019074,126.882839886452
신반포역,서울 서초구 반포동 128-1,37.5037301809483,126.996852672356
신방화역,서울 강서구 방화동 217-156,37.5674589792073,126.816015513767
신사역,서울 강남구 신사동 667,37.5196722763952,127.018751560774
신설동역,서울 동대문구 신설동 76-5,37.5764587007057,127.025960657786
신용산역,서울 용산구 한강로2가 181,37.5296155628471,126.968215931799
신원역,경기 양평군 양서면 신원리 480-29,37.526039978744,127.372334192121
신이문역,서울 동대문구 이문동 7,37.6051926960718,127.069122234388
신정역,서울 양천구 신정동 1090,37.5247297747086,126.854286772379
신정역,서울 양천구 신정동 1090,37.5247297747086,126.854286772379
신정네거리역,서울 양천구 신정동 1231,37.5183306756475,126.853629223262
신중동역,경기 부천시 중동 1140-6,37.5028452695774,126.775585863186
신창역,충남 아산시 신창면 행목리 346-49,36.7693600065347,126.94993638048
신창역,충남 아산시 신창면 행목리 346-49,36.7693600065347,126.94993638048
신천역,서울 송파구 잠실동 33,37.5115492555086,127.089194396018
신촌역,서울 마포구 노고산동 31-11,37.5546737368641,126.937561435278
신포역,인천 중구 사동 26-19,37.4684260674233,126.625642199275
신풍역,서울 영등포구 신길동 3599,37.500309862029,126.909401051821
신흥역,경기 성남시 수정구 신흥동 2467,37.4445404691554,127.14844826642
쌍문역,서울 도봉구 창동 703-4,37.6490575706429,127.035086481532
쌍용역,충남 천안시 서북구 쌍용동 426-3,36.793655090373,127.121594290099
쌍용동역,충남 천안시 동남구 봉명동 20-2,36.8015781729572,127.136340154196
아산역,충남 아산시 배방읍 장재리 305,36.7946845598222,127.104589957789
아신역,경기 양평군 옥천면 아신리 산 112-2,37.5136938387664,127.443105656936
아차산역,서울 광진구 능동 256-16,37.5542524123927,127.086348414384
아차산역,서울 광진구 능동 256-16,37.5542524123927,127.086348414384
아현역,서울 마포구 아현동 354-23,37.5547628142081,126.95658709769
안국역,서울 종로구 안국동 73-1,37.5762179204048,126.984657242148
안산역,경기 안산시 단원구 원곡동 377-1,37.3270305919285,126.789570041493
안암역,서울 성북구 안암동5가 146-1,37.5860922265054,127.029371803828
안암역,서울 성북구 안암동5가 146-1,37.5860922265054,127.029371803828
안양역,경기 안양시 만안구 안양동 88-1,37.406224096723,126.919210526904
암사역,서울 강동구 암사동 501,37.5511672958111,127.128208775415
압구정역,서울 강남구 신사동 668,37.523542792309,127.028308776112
압구정로데오역,서울 강남구 압구정동 495,37.529440360849,127.041260327992
애오개역,서울 마포구 아현동 612,37.5533624029594,126.95661326016
야당역,경기 파주시 야당동 1088,37.7129737891699,126.761207849823
야목역,경기 화성시 매송면 야목리 763-1,37.2604416991353,126.885612863146
야탑역,경기 성남시 분당구 야탑동 488-1,37.410909988688,127.128731579543
약수역,서울 중구 신당동 369-44,37.5544485373352,127.010990910392
양수역,경기 양평군 양서면 용담리 255-2,37.5455208862652,127.329031764188
양원역,경북 봉화군 소천면 분천리 113-2,36.9636925567535,129.091276226893
양재역,서울 서초구 서초동 1366-9,37.4847788607946,127.03338417886
양재역,서울 서초구 서초동 1366-9,37.4847788607946,127.03338417886
양정역,경기 남양주시 이패동 398-32,37.6040233194228,127.194698405391
양주역,경기 양주시 남방동 94-1,37.774155537224,127.044851178499
양천구청역,서울 양천구 신정동 276-7,37.5125616165928,126.865742193066
양천향교역,서울 강서구 가양동 159-3,37.5686893763579,126.840744761831
양평역,서울 영등포구 양평동2가 33-79,37.525649288165,126.885763033327
어린이대공원역,서울 광진구 화양동 164-1,37.547134285393,127.073962678957
어린이대공원역,서울 광진구 화양동 164-1,37.547134285393,127.073962678957
